State,Date,HomeValue
IN,2008.25,162470.00
IN,2008.50,161872.00
IN,2008.75,161293.00
IN,2009.00,160843.00
IN,2009.25,160712.00
IN,2009.50,160851.00
IN,2009.75,161175.00
IN,2010.00,161627.00
IN,2010.25,162080.00
IN,2010.50,162524.00
IN,2010.75,162954.00
IN,2011.00,163409.00
IN,2011.25,164016.00
IN,2011.50,164891.00
IN,2011.75,166016.00
IN,2012.00,167340.00
IN,2012.25,168852.00
IN,2012.50,170636.00
IN,2012.75,172705.00
IN,2013.00,175101.00
IN,2013.25,177728.00
IN,2013.50,180449.00
IN,2013.75,183188.00
IN,2014.00,185847.00
IN,2014.25,188455.00
IN,2014.50,191107.00
IN,2014.75,193852.00
IN,2015.00,196713.00
IN,2015.25,199698.00
IN,2015.50,202745.00
IN,2015.75,205837.00
IN,2016.00,208970.00
IN,2016.25,212142.00
IA,1975.25,25417.00
IA,1975.50,26407.00
IA,1975.75,27327.00
IA,1976.00,28208.00
IA,1976.25,29069.00
IA,1976.50,29939.00
IA,1976.75,30818.00
IA,1977.00,31699.00
IA,1977.25,32645.00
IA,1977.50,33672.00
IA,1977.75,34793.00
IA,1978.00,36011.00
IA,1978.25,37296.00
IA,1978.50,38604.00
IA,1978.75,39871.00
IA,1979.00,41079.00
IA,1979.25,42149.00
IA,1979.50,43044.00
IA,1979.75,43686.00
IA,1980.00,44008.00
IA,1980.25,44031.00
IA,1980.50,43807.00
IA,1980.75,43364.00
IA,1981.00,42756.00
IA,1981.25,42142.00
IA,1981.50,41684.00
IA,1981.75,41490.00
IA,1982.00,41561.00
IA,1982.25,41604.00
IA,1982.50,41683.00
IA,1982.75,41843.00
IA,1983.00,42212.00
IA,1983.25,42704.00
IA,1983.50,43188.00
IA,1983.75,43589.00
IA,1984.00,43907.00
IA,1984.25,44191.00
IA,1984.50,44467.00
IA,1984.75,44734.00
IA,1985.00,45015.00
IA,1985.25,45300.00
IA,1985.50,45583.00
IA,1985.75,45862.00
IA,1986.00,46120.00
IA,1986.25,46376.00
IA,1986.50,46618.00
IA,1986.75,46834.00
IA,1987.00,47018.00
IA,1987.25,47172.00
IA,1987.50,47285.00
IA,1987.75,47383.00
IA,1988.00,47534.00
IA,1988.25,47843.00
IA,1988.50,48301.00
IA,1988.75,48856.00
IA,1989.00,49464.00
IA,1989.25,50128.00
IA,1989.50,50834.00
IA,1989.75,51565.00
IA,1990.00,52296.00
IA,1990.25,53022.00
IA,1990.50,53729.00
IA,1990.75,54529.00
IA,1991.00,55303.00
IA,1991.25,56063.00
IA,1991.50,56825.00
IA,1991.75,57621.00
IA,1992.00,58487.00
IA,1992.25,59441.00
IA,1992.50,60492.00
IA,1992.75,61620.00
IA,1993.00,62833.00
IA,1993.25,64130.00
IA,1993.50,65481.00
IA,1993.75,66858.00
IA,1994.00,68208.00
IA,1994.25,69470.00
IA,1994.50,70644.00
IA,1994.75,71758.00
IA,1995.00,72838.00
IA,1995.25,73924.00
IA,1995.50,75037.00
IA,1995.75,76158.00
IA,1996.00,77256.00
IA,1996.25,78310.00
IA,1996.50,79304.00
IA,1996.75,80250.00
IA,1997.00,81171.00
IA,1997.25,82105.00
IA,1997.50,83092.00
IA,1997.75,84157.00
IA,1998.00,85334.00
IA,1998.25,86621.00
IA,1998.50,87998.00
IA,1998.75,89442.00
IA,1999.00,90921.00
IA,1999.25,92375.00
IA,1999.50,93814.00
IA,1999.75,95218.00
IA,2000.00,96590.00
IA,2000.25,97922.00
IA,2000.50,99212.00
IA,2000.75,100469.00
IA,2001.00,101696.00
IA,2001.25,102927.00
IA,2001.50,104165.00
IA,2001.75,105421.00
IA,2002.00,106713.00
IA,2002.25,108046.00
IA,2002.50,109433.00
IA,2002.75,110861.00
IA,2003.00,112307.00
IA,2003.25,113760.00
IA,2003.50,115229.00
IA,2003.75,116747.00
IA,2004.00,118327.00
IA,2004.25,119988.00
IA,2004.50,121715.00
IA,2004.75,123477.00
IA,2005.00,125251.00
IA,2005.25,126991.00
IA,2005.50,128711.00
IA,2005.75,130369.00
IA,2006.00,132007.00
IA,2006.25,133599.00
IA,2006.50,135091.00
IA,2006.75,136453.00
IA,2007.00,137681.00
IA,2007.25,138764.00
IA,2007.50,139638.00
IA,2007.75,140271.00
IA,2008.00,140645.00
IA,2008.25,140831.00
IA,2008.50,140900.00
IA,2008.75,140943.00
IA,2009.00,141035.00
IA,2009.25,141181.00
IA,2009.50,141423.00
IA,2009.75,141733.00
IA,2010.00,141992.00
IA,2010.25,142141.00
IA,2010.50,142162.00
IA,2010.75,142084.00
IA,2011.00,142109.00
IA,2011.25,142301.00
IA,2011.50,142848.00
IA,2011.75,143737.00
IA,2012.00,144898.00
IA,2012.25,146258.00
IA,2012.50,147711.00
IA,2012.75,149304.00
IA,2013.00,151046.00
IA,2013.25,152910.00
IA,2013.50,154857.00
IA,2013.75,156784.00
IA,2014.00,158647.00
IA,2014.25,160416.00
IA,2014.50,162129.00
IA,2014.75,163885.00
IA,2015.00,165709.00
IA,2015.25,167666.00
IA,2015.50,169757.00
IA,2015.75,171947.00
IA,2016.00,174204.00
IA,2016.25,176476.00
KS,1975.25,24942.00
KS,1975.50,25536.00
KS,1975.75,26150.00
KS,1976.00,26785.00
KS,1976.25,27459.00
KS,1976.50,28171.00
KS,1976.75,28953.00
KS,1977.00,29834.00
KS,1977.25,30821.00
KS,1977.50,31899.00
KS,1977.75,33032.00
KS,1978.00,34212.00
KS,1978.25,35415.00
KS,1978.50,36632.00
KS,1978.75,37853.00
KS,1979.00,39037.00
KS,1979.25,40179.00
KS,1979.50,41268.00
KS,1979.75,42293.00
KS,1980.00,43226.00
KS,1980.25,44052.00
KS,1980.50,44743.00
KS,1980.75,45288.00
KS,1981.00,45700.00
KS,1981.25,46032.00
KS,1981.50,46420.00
KS,1981.75,46829.00
KS,1982.00,47243.00
KS,1982.25,47614.00
KS,1982.50,47986.00
KS,1982.75,48384.00
KS,1983.00,48801.00
KS,1983.25,49238.00
KS,1983.50,49657.00
KS,1983.75,50004.00
KS,1984.00,50317.00
KS,1984.25,50600.00
KS,1984.50,50869.00
KS,1984.75,51159.00
KS,1985.00,51518.00
KS,1985.25,51961.00
KS,1985.50,52482.00
KS,1985.75,53076.00
KS,1986.00,53732.00
KS,1986.25,54433.00
KS,1986.50,55132.00
KS,1986.75,55809.00
KS,1987.00,56446.00
KS,1987.25,57029.00
KS,1987.50,57538.00
KS,1987.75,57954.00
KS,1988.00,58318.00
KS,1988.25,58684.00
KS,1988.50,59064.00
KS,1988.75,59458.00
KS,1989.00,59878.00
KS,1989.25,60300.00
KS,1989.50,60724.00
KS,1989.75,61104.00
KS,1990.00,61428.00
KS,1990.25,61686.00
KS,1990.50,61894.00
KS,1990.75,62032.00
KS,1991.00,62172.00
KS,1991.25,62346.00
KS,1991.50,62577.00
KS,1991.75,62917.00
KS,1992.00,63399.00
KS,1992.25,64001.00
KS,1992.50,64714.00
KS,1992.75,65549.00
KS,1993.00,66492.00
KS,1993.25,67546.00
KS,1993.50,68718.00
KS,1993.75,69993.00
KS,1994.00,71333.00
KS,1994.25,72691.00
KS,1994.50,74024.00
KS,1994.75,75303.00
KS,1995.00,76551.00
KS,1995.25,77793.00
KS,1995.50,79018.00
KS,1995.75,80219.00
KS,1996.00,81379.00
KS,1996.25,82477.00
KS,1996.50,83521.00
KS,1996.75,84519.00
KS,1997.00,85520.00
KS,1997.25,86605.00
KS,1997.50,87831.00
KS,1997.75,89197.00
KS,1998.00,90676.00
KS,1998.25,92242.00
KS,1998.50,93874.00
KS,1998.75,95585.00
KS,1999.00,97328.00
KS,1999.25,98984.00
KS,1999.50,100509.00
KS,1999.75,101928.00
KS,2000.00,103302.00
KS,2000.25,104695.00
KS,2000.50,106103.00
KS,2000.75,107529.00
KS,2001.00,108981.00
KS,2001.25,110483.00
KS,2001.50,112033.00
KS,2001.75,113582.00
KS,2002.00,115100.00
KS,2002.25,116556.00
KS,2002.50,117989.00
KS,2002.75,119436.00
KS,2003.00,120918.00
KS,2003.25,122439.00
KS,2003.50,124015.00
KS,2003.75,125682.00
KS,2004.00,127389.00
KS,2004.25,129122.00
KS,2004.50,130848.00
KS,2004.75,132551.00
KS,2005.00,134271.00
KS,2005.25,136037.00
KS,2005.50,137865.00
KS,2005.75,139754.00
KS,2006.00,141692.00
KS,2006.25,143638.00
KS,2006.50,145507.00
KS,2006.75,147297.00
KS,2007.00,148936.00
KS,2007.25,150361.00
KS,2007.50,151487.00
KS,2007.75,152246.00
KS,2008.00,152639.00
KS,2008.25,152747.00
KS,2008.50,152683.00
KS,2008.75,152565.00
KS,2009.00,152520.00
KS,2009.25,152555.00
KS,2009.50,152603.00
KS,2009.75,152651.00
KS,2010.00,152576.00
KS,2010.25,152285.00
KS,2010.50,151864.00
KS,2010.75,151242.00
KS,2011.00,150613.00
KS,2011.25,150189.00
KS,2011.50,150208.00
KS,2011.75,150663.00
KS,2012.00,151469.00
KS,2012.25,152559.00
KS,2012.50,153834.00
KS,2012.75,155233.00
KS,2013.00,156685.00
KS,2013.25,158249.00
KS,2013.50,160070.00
KS,2013.75,162047.00
KS,2014.00,164138.00
KS,2014.25,166296.00
KS,2014.50,168385.00
KS,2014.75,170416.00
KS,2015.00,172504.00
KS,2015.25,174707.00
KS,2015.50,176988.00
KS,2015.75,179358.00
KS,2016.00,181737.00
KS,2016.25,184068.00
KY,1975.25,24016.00
KY,1975.50,24496.00
KY,1975.75,24947.00
KY,1976.00,25340.00
KY,1976.25,25663.00
KY,1976.50,25944.00
KY,1976.75,26262.00
KY,1977.00,26694.00
KY,1977.25,27298.00
KY,1977.50,28102.00
KY,1977.75,29070.00
KY,1978.00,30154.00
KY,1978.25,31349.00
KY,1978.50,32642.00
KY,1978.75,33967.00
KY,1979.00,35229.00
KY,1979.25,36364.00
KY,1979.50,37313.00
KY,1979.75,38088.00
KY,1980.00,38748.00
KY,1980.25,39337.00
KY,1980.50,39897.00
KY,1980.75,40442.00
KY,1981.00,40963.00
KY,1981.25,41374.00
KY,1981.50,41628.00
KY,1981.75,41798.00
KY,1982.00,41985.00
KY,1982.25,42223.00
KY,1982.50,42489.00
KY,1982.75,42797.00
KY,1983.00,43184.00
KY,1983.25,43623.00
KY,1983.50,44057.00
KY,1983.75,44466.00
KY,1984.00,44855.00
KY,1984.25,45249.00
KY,1984.50,45629.00
KY,1984.75,46035.00
KY,1985.00,46464.00
KY,1985.25,46926.00
KY,1985.50,47422.00
KY,1985.75,47964.00
KY,1986.00,48587.00
KY,1986.25,49279.00
KY,1986.50,50021.00
KY,1986.75,50793.00
KY,1987.00,51605.00
KY,1987.25,52436.00
KY,1987.50,53275.00
KY,1987.75,54115.00
KY,1988.00,54943.00
KY,1988.25,55777.00
KY,1988.50,56615.00
KY,1988.75,57459.00
KY,1989.00,58290.00
KY,1989.25,59104.00
KY,1989.50,59888.00
KY,1989.75,60631.00
KY,1990.00,61301.00
KY,1990.25,61902.00
KY,1990.50,62460.00
KY,1990.75,63044.00
KY,1991.00,63624.00
KY,1991.25,64239.00
KY,1991.50,64885.00
KY,1991.75,65591.00
KY,1992.00,66394.00
KY,1992.25,67285.00
KY,1992.50,68251.00
KY,1992.75,69298.00
KY,1993.00,70394.00
KY,1993.25,71526.00
KY,1993.50,72701.00
KY,1993.75,73909.00
KY,1994.00,75153.00
KY,1994.25,76421.00
KY,1994.50,77662.00
KY,1994.75,78860.00
KY,1995.00,80012.00
KY,1995.25,81142.00
KY,1995.50,82276.00
KY,1995.75,83417.00
KY,1996.00,84567.00
KY,1996.25,85709.00
KY,1996.50,86870.00
KY,1996.75,88035.00
KY,1997.00,89178.00
KY,1997.25,90288.00
KY,1997.50,91364.00
KY,1997.75,92443.00
KY,1998.00,93569.00
KY,1998.25,94794.00
KY,1998.50,96151.00
KY,1998.75,97613.00
KY,1999.00,99165.00
KY,1999.25,100766.00
KY,1999.50,102376.00
KY,1999.75,103966.00
KY,2000.00,105505.00
KY,2000.25,106979.00
KY,2000.50,108363.00
KY,2000.75,109684.00
KY,2001.00,110970.00
KY,2001.25,112249.00
KY,2001.50,113545.00
KY,2001.75,114859.00
KY,2002.00,116198.00
KY,2002.25,117574.00
KY,2002.50,119024.00
KY,2002.75,120566.00
KY,2003.00,122232.00
KY,2003.25,123995.00
KY,2003.50,125841.00
KY,2003.75,127742.00
KY,2004.00,129666.00
KY,2004.25,131602.00
KY,2004.50,133506.00
KY,2004.75,135426.00
KY,2005.00,137384.00
KY,2005.25,139365.00
KY,2005.50,141374.00
KY,2005.75,143384.00
KY,2006.00,145339.00
KY,2006.25,147182.00
KY,2006.50,148829.00
KY,2006.75,150310.00
KY,2007.00,151635.00
KY,2007.25,152779.00
KY,2007.50,153684.00
KY,2007.75,154305.00
KY,2008.00,154692.00
KY,2008.25,154895.00
KY,2008.50,154984.00
KY,2008.75,154985.00
KY,2009.00,154968.00
KY,2009.25,155046.00
KY,2009.50,155209.00
KY,2009.75,155412.00
KY,2010.00,155608.00
KY,2010.25,155760.00
KY,2010.50,155863.00
KY,2010.75,155919.00
KY,2011.00,155898.00
KY,2011.25,155821.00
KY,2011.50,155901.00
KY,2011.75,156325.00
KY,2012.00,157136.00
KY,2012.25,158297.00
KY,2012.50,159650.00
KY,2012.75,161101.00
KY,2013.00,162700.00
KY,2013.25,164439.00
KY,2013.50,166272.00
KY,2013.75,168105.00
KY,2014.00,169866.00
KY,2014.25,171670.00
KY,2014.50,173632.00
KY,2014.75,175762.00
KY,2015.00,178060.00
KY,2015.25,180476.00
KY,2015.50,182939.00
KY,2015.75,185455.00
KY,2016.00,188014.00
KY,2016.25,190532.00
LA,1975.25,23111.00
LA,1975.50,23793.00
LA,1975.75,24458.00
LA,1976.00,25165.00
LA,1976.25,25903.00
LA,1976.50,26637.00
LA,1976.75,27388.00
LA,1977.00,28204.00
LA,1977.25,29086.00
LA,1977.50,30078.00
LA,1977.75,31249.00
LA,1978.00,32703.00
LA,1978.25,34393.00
LA,1978.50,36261.00
LA,1978.75,38331.00
LA,1979.00,40547.00
LA,1979.25,42807.00
LA,1979.50,44945.00
LA,1979.75,46857.00
LA,1980.00,48509.00
LA,1980.25,49937.00
LA,1980.50,51225.00
LA,1980.75,52521.00
LA,1981.00,53894.00
LA,1981.25,55359.00
LA,1981.50,56842.00
LA,1981.75,58289.00
LA,1982.00,59618.00
LA,1982.25,60781.00
LA,1982.50,61769.00
LA,1982.75,62591.00
LA,1983.00,63292.00
LA,1983.25,63918.00
LA,1983.50,64470.00
LA,1983.75,64936.00
LA,1984.00,65331.00
LA,1984.25,65632.00
LA,1984.50,65819.00
LA,1984.75,65880.00
LA,1985.00,65873.00
LA,1985.25,65903.00
LA,1985.50,66074.00
LA,1985.75,66354.00
LA,1986.00,66706.00
LA,1986.25,67104.00
LA,1986.50,67399.00
LA,1986.75,67489.00
LA,1987.00,67388.00
LA,1987.25,67101.00
LA,1987.50,66614.00
LA,1987.75,65974.00
LA,1988.00,65364.00
LA,1988.25,64874.00
LA,1988.50,64586.00
LA,1988.75,64503.00
LA,1989.00,64645.00
LA,1989.25,65021.00
LA,1989.50,65570.00
LA,1989.75,66231.00
LA,1990.00,66916.00
LA,1990.25,67612.00
LA,1990.50,68344.00
LA,1990.75,68703.00
LA,1991.00,69124.00
LA,1991.25,69647.00
LA,1991.50,70321.00
LA,1991.75,71114.00
LA,1992.00,71992.00
LA,1992.25,72952.00
LA,1992.50,73986.00
LA,1992.75,75093.00
LA,1993.00,76276.00
LA,1993.25,77524.00
LA,1993.50,78848.00
LA,1993.75,80240.00
LA,1994.00,81629.00
LA,1994.25,82927.00
LA,1994.50,84087.00
LA,1994.75,85119.00
LA,1995.00,86089.00
LA,1995.25,87125.00
LA,1995.50,88261.00
LA,1995.75,89445.00
LA,1996.00,90632.00
LA,1996.25,91780.00
LA,1996.50,92854.00
LA,1996.75,93867.00
LA,1997.00,94852.00
LA,1997.25,95822.00
LA,1997.50,96801.00
LA,1997.75,97834.00
LA,1998.00,98951.00
LA,1998.25,100143.00
LA,1998.50,101375.00
LA,1998.75,102607.00
LA,1999.00,103785.00
LA,1999.25,104884.00
LA,1999.50,105938.00
LA,1999.75,106958.00
LA,2000.00,107950.00
LA,2000.25,108935.00
LA,2000.50,109896.00
LA,2000.75,110827.00
LA,2001.00,111781.00
LA,2001.25,112816.00
LA,2001.50,113935.00
LA,2001.75,115126.00
LA,2002.00,116371.00
LA,2002.25,117664.00
LA,2002.50,119066.00
LA,2002.75,120566.00
LA,2003.00,122153.00
LA,2003.25,123808.00
LA,2003.50,125516.00
LA,2003.75,127310.00
LA,2004.00,129182.00
LA,2004.25,131136.00
LA,2004.50,133206.00
LA,2004.75,135420.00
LA,2005.00,137873.00
LA,2005.25,140695.00
LA,2005.50,143989.00
LA,2005.75,147759.00
LA,2006.00,151876.00
LA,2006.25,155941.00
LA,2006.50,159676.00
LA,2006.75,162925.00
LA,2007.00,165586.00
LA,2007.25,167596.00
LA,2007.50,168916.00
LA,2007.75,169554.00
LA,2008.00,169570.00
LA,2008.25,169111.00
LA,2008.50,168384.00
LA,2008.75,167595.00
LA,2009.00,166931.00
LA,2009.25,166474.00
LA,2009.50,166167.00
LA,2009.75,165961.00
LA,2010.00,165841.00
LA,2010.25,165666.00
LA,2010.50,165332.00
LA,2010.75,164808.00
LA,2011.00,164134.00
LA,2011.25,163505.00
LA,2011.50,163166.00
LA,2011.75,163234.00
LA,2012.00,163763.00
LA,2012.25,164763.00
LA,2012.50,166222.00
LA,2012.75,168006.00
LA,2013.00,169961.00
LA,2013.25,171938.00
LA,2013.50,173765.00
LA,2013.75,175442.00
LA,2014.00,177065.00
LA,2014.25,178640.00
LA,2014.50,180289.00
LA,2014.75,182110.00
LA,2015.00,184113.00
LA,2015.25,186299.00
LA,2015.50,188611.00
LA,2015.75,190995.00
LA,2016.00,193432.00
LA,2016.25,195901.00
ME,1975.25,24236.00
ME,1975.50,25001.00
ME,1975.75,25313.00
ME,1976.00,25477.00
ME,1976.25,25719.00
ME,1976.50,26327.00
ME,1976.75,27125.00
ME,1977.00,27875.00
ME,1977.25,28760.00
ME,1977.50,29718.00
ME,1977.75,30695.00
ME,1978.00,31719.00
ME,1978.25,32790.00
ME,1978.50,33984.00
ME,1978.75,35209.00
ME,1979.00,36445.00
ME,1979.25,37562.00
ME,1979.50,38345.00
ME,1979.75,38879.00
ME,1980.00,39381.00
ME,1980.25,39921.00
ME,1980.50,40641.00
ME,1980.75,41528.00
ME,1981.00,42450.00
ME,1981.25,43366.00
ME,1981.50,44044.00
ME,1981.75,44569.00
ME,1982.00,45097.00
ME,1982.25,45595.00
ME,1982.50,46080.00
ME,1982.75,46284.00
ME,1983.00,46673.00
ME,1983.25,47453.00
ME,1983.50,48687.00
ME,1983.75,50252.00
ME,1984.00,51968.00
ME,1984.25,53666.00
ME,1984.50,55322.00
ME,1984.75,56902.00
ME,1985.00,58491.00
ME,1985.25,60276.00
ME,1985.50,62313.00
ME,1985.75,64604.00
ME,1986.00,67115.00
ME,1986.25,69794.00
ME,1986.50,72707.00
ME,1986.75,75884.00
ME,1987.00,79287.00
ME,1987.25,82817.00
ME,1987.50,86377.00
ME,1987.75,89843.00
ME,1988.00,93050.00
ME,1988.25,95900.00
ME,1988.50,98382.00
ME,1988.75,100503.00
ME,1989.00,102240.00
ME,1989.25,103628.00
ME,1989.50,104691.00
ME,1989.75,105392.00
ME,1990.00,105657.00
ME,1990.25,105471.00
ME,1990.50,104974.00
ME,1990.75,104116.00
ME,1991.00,103355.00
ME,1991.25,102740.00
ME,1991.50,102360.00
ME,1991.75,102137.00
ME,1992.00,101986.00
ME,1992.25,101803.00
ME,1992.50,101496.00
ME,1992.75,101114.00
ME,1993.00,100647.00
ME,1993.25,100147.00
ME,1993.50,99859.00
ME,1993.75,99635.00
ME,1994.00,99502.00
ME,1994.25,99418.00
ME,1994.50,99339.00
ME,1994.75,99281.00
ME,1995.00,99344.00
ME,1995.25,99607.00
ME,1995.50,100071.00
ME,1995.75,100680.00
ME,1996.00,101388.00
ME,1996.25,102157.00
ME,1996.50,102822.00
ME,1996.75,103400.00
ME,1997.00,103912.00
ME,1997.25,104479.00
ME,1997.50,105223.00
ME,1997.75,106216.00
ME,1998.00,107490.00
ME,1998.25,108970.00
ME,1998.50,110655.00
ME,1998.75,112544.00
ME,1999.00,114635.00
ME,1999.25,116846.00
ME,1999.50,119179.00
ME,1999.75,121638.00
ME,2000.00,124245.00
ME,2000.25,127065.00
ME,2000.50,130168.00
ME,2000.75,133495.00
ME,2001.00,137034.00
ME,2001.25,140763.00
ME,2001.50,144645.00
ME,2001.75,148694.00
ME,2002.00,152889.00
ME,2002.25,157269.00
ME,2002.50,161761.00
ME,2002.75,166298.00
ME,2003.00,170835.00
ME,2003.25,175411.00
ME,2003.50,180104.00
ME,2003.75,185022.00
ME,2004.00,190219.00
ME,2004.25,195531.00
ME,2004.50,201066.00
ME,2004.75,206619.00
ME,2005.00,211975.00
ME,2005.25,216910.00
ME,2005.50,221166.00
ME,2005.75,224532.00
ME,2006.00,226893.00
ME,2006.25,228328.00
ME,2006.50,229074.00
ME,2006.75,229409.00
ME,2007.00,229525.00
ME,2007.25,229510.00
ME,2007.50,229309.00
ME,2007.75,228786.00
ME,2008.00,227874.00
ME,2008.25,226491.00
ME,2008.50,224771.00
ME,2008.75,222867.00
ME,2009.00,220947.00
ME,2009.25,219379.00
ME,2009.50,217881.00
ME,2009.75,216323.00
ME,2010.00,214860.00
ME,2010.25,213526.00
ME,2010.50,212318.00
ME,2010.75,211319.00
ME,2011.00,210344.00
ME,2011.25,209452.00
ME,2011.50,208787.00
ME,2011.75,208377.00
ME,2012.00,208067.00
ME,2012.25,207873.00
ME,2012.50,208063.00
ME,2012.75,208793.00
ME,2013.00,210136.00
ME,2013.25,211690.00
ME,2013.50,213113.00
ME,2013.75,214376.00
ME,2014.00,215589.00
ME,2014.25,216948.00
ME,2014.50,218475.00
ME,2014.75,220184.00
ME,2015.00,222022.00
ME,2015.25,224132.00
ME,2015.50,226438.00
ME,2015.75,228624.00
ME,2016.00,230808.00
ME,2016.25,232980.00
MD,1975.25,37511.00
MD,1975.50,38489.00
MD,1975.75,39486.00
MD,1976.00,40474.00
MD,1976.25,41441.00
MD,1976.50,42414.00
MD,1976.75,43371.00
MD,1977.00,44339.00
MD,1977.25,45369.00
MD,1977.50,46547.00
MD,1977.75,47909.00
MD,1978.00,49437.00
MD,1978.25,51125.00
MD,1978.50,52890.00
MD,1978.75,54715.00
MD,1979.00,56585.00
MD,1979.25,58472.00
MD,1979.50,60336.00
MD,1979.75,62139.00
MD,1980.00,63895.00
MD,1980.25,65654.00
MD,1980.50,67430.00
MD,1980.75,69188.00
MD,1981.00,70882.00
MD,1981.25,72416.00
MD,1981.50,73687.00
MD,1981.75,74663.00
MD,1982.00,75421.00
MD,1982.25,75935.00
MD,1982.50,76269.00
MD,1982.75,76614.00
MD,1983.00,77039.00
MD,1983.25,77705.00
MD,1983.50,78615.00
MD,1983.75,79735.00
MD,1984.00,81027.00
MD,1984.25,82445.00
MD,1984.50,83941.00
MD,1984.75,85415.00
MD,1985.00,86849.00
MD,1985.25,88301.00
MD,1985.50,89809.00
MD,1985.75,91421.00
MD,1986.00,93212.00
MD,1986.25,95308.00
MD,1986.50,97758.00
MD,1986.75,100545.00
MD,1987.00,103645.00
MD,1987.25,107039.00
MD,1987.50,110692.00
MD,1987.75,114556.00
MD,1988.00,118546.00
MD,1988.25,122685.00
MD,1988.50,126917.00
MD,1988.75,131127.00
MD,1989.00,135197.00
MD,1989.25,139048.00
MD,1989.50,142586.00
MD,1989.75,145705.00
MD,1990.00,148335.00
MD,1990.25,150441.00
MD,1990.50,152047.00
MD,1990.75,152889.00
MD,1991.00,153478.00
MD,1991.25,153997.00
MD,1991.50,154530.00
MD,1991.75,155135.00
MD,1992.00,155827.00
MD,1992.25,156471.00
MD,1992.50,156934.00
MD,1992.75,157332.00
MD,1993.00,157619.00
MD,1993.25,157832.00
MD,1993.50,158075.00
MD,1993.75,158365.00
MD,1994.00,158645.00
MD,1994.25,158871.00
MD,1994.50,159004.00
MD,1994.75,159013.00
MD,1995.00,159000.00
MD,1995.25,159059.00
MD,1995.50,159246.00
MD,1995.75,159587.00
MD,1996.00,159972.00
MD,1996.25,160343.00
MD,1996.50,160662.00
MD,1996.75,160951.00
MD,1997.00,161258.00
MD,1997.25,161648.00
MD,1997.50,162170.00
MD,1997.75,162922.00
MD,1998.00,163939.00
MD,1998.25,165191.00
MD,1998.50,166685.00
MD,1998.75,168471.00
MD,1999.00,170584.00
MD,1999.25,172974.00
MD,1999.50,175559.00
MD,1999.75,178344.00
MD,2000.00,181383.00
MD,2000.25,184704.00
MD,2000.50,188376.00
MD,2000.75,192393.00
MD,2001.00,196828.00
MD,2001.25,201792.00
MD,2001.50,207298.00
MD,2001.75,213329.00
MD,2002.00,219901.00
MD,2002.25,227010.00
MD,2002.50,234659.00
MD,2002.75,242795.00
MD,2003.00,251355.00
MD,2003.25,260390.00
MD,2003.50,270261.00
MD,2003.75,281164.00
MD,2004.00,293232.00
MD,2004.25,306581.00
MD,2004.50,321207.00
MD,2004.75,336976.00
MD,2005.00,353549.00
MD,2005.25,370458.00
MD,2005.50,386978.00
MD,2005.75,402147.00
MD,2006.00,415150.00
MD,2006.25,425600.00
MD,2006.50,433368.00
MD,2006.75,438544.00
MD,2007.00,441411.00
MD,2007.25,441763.00
MD,2007.50,439120.00
MD,2007.75,433269.00
MD,2008.00,424425.00
MD,2008.25,413230.00
MD,2008.50,401142.00
MD,2008.75,389692.00
MD,2009.00,379716.00
MD,2009.25,371906.00
MD,2009.50,365861.00
MD,2009.75,361144.00
MD,2010.00,357282.00
MD,2010.25,354008.00
MD,2010.50,350828.00
MD,2010.75,347509.00
MD,2011.00,344323.00
MD,2011.25,341504.00
MD,2011.50,339609.00
MD,2011.75,339018.00
MD,2012.00,339775.00
MD,2012.25,341937.00
MD,2012.50,345553.00
MD,2012.75,349960.00
MD,2013.00,354993.00
MD,2013.25,360331.00
MD,2013.50,365549.00
MD,2013.75,370218.00
MD,2014.00,374029.00
MD,2014.25,376899.00
MD,2014.50,378970.00
MD,2014.75,380527.00
MD,2015.00,382231.00
MD,2015.25,384382.00
MD,2015.50,387048.00
MD,2015.75,390073.00
MD,2016.00,393278.00
MD,2016.25,396660.00
MA,1975.25,32874.00
MA,1975.50,33271.00
MA,1975.75,33701.00
MA,1976.00,34127.00
MA,1976.25,34488.00
MA,1976.50,34851.00
MA,1976.75,35257.00
MA,1977.00,35743.00
MA,1977.25,36321.00
MA,1977.50,37028.00
MA,1977.75,37985.00
MA,1978.00,39190.00
MA,1978.25,40656.00
MA,1978.50,42326.00
MA,1978.75,44157.00
MA,1979.00,46037.00
MA,1979.25,47904.00
MA,1979.50,49696.00
MA,1979.75,51403.00
MA,1980.00,53044.00
MA,1980.25,54722.00
MA,1980.50,56521.00
MA,1980.75,58417.00
MA,1981.00,60351.00
MA,1981.25,62315.00
MA,1981.50,64206.00
MA,1981.75,65875.00
MA,1982.00,67295.00
MA,1982.25,68565.00
MA,1982.50,69815.00
MA,1982.75,71211.00
MA,1983.00,72927.00
MA,1983.25,75145.00
MA,1983.50,77981.00
MA,1983.75,81428.00
MA,1984.00,85433.00
MA,1984.25,89989.00
MA,1984.50,95058.00
MA,1984.75,100626.00
MA,1985.00,106715.00
MA,1985.25,113435.00
MA,1985.50,120774.00
MA,1985.75,128536.00
MA,1986.00,136497.00
MA,1986.25,144454.00
MA,1986.50,152320.00
MA,1986.75,159954.00
MA,1987.00,167151.00
MA,1987.25,173681.00
MA,1987.50,179409.00
MA,1987.75,184277.00
MA,1988.00,188244.00
MA,1988.25,191419.00
