State,Date,HomeValue
MA,1988.50,193900.00
MA,1988.75,195720.00
MA,1989.00,197022.00
MA,1989.25,197885.00
MA,1989.50,198414.00
MA,1989.75,198566.00
MA,1990.00,198043.00
MA,1990.25,196662.00
MA,1990.50,194533.00
MA,1990.75,190749.00
MA,1991.00,186975.00
MA,1991.25,183538.00
MA,1991.50,180620.00
MA,1991.75,178369.00
MA,1992.00,176739.00
MA,1992.25,175474.00
MA,1992.50,174338.00
MA,1992.75,173432.00
MA,1993.00,172723.00
MA,1993.25,172199.00
MA,1993.50,171947.00
MA,1993.75,171871.00
MA,1994.00,171898.00
MA,1994.25,172015.00
MA,1994.50,172182.00
MA,1994.75,172396.00
MA,1995.00,172677.00
MA,1995.25,173041.00
MA,1995.50,173524.00
MA,1995.75,174181.00
MA,1996.00,175038.00
MA,1996.25,176099.00
MA,1996.50,177309.00
MA,1996.75,178648.00
MA,1997.00,180146.00
MA,1997.25,181872.00
MA,1997.50,183975.00
MA,1997.75,186500.00
MA,1998.00,189516.00
MA,1998.25,193020.00
MA,1998.50,196985.00
MA,1998.75,201364.00
MA,1999.00,206145.00
MA,1999.25,211373.00
MA,1999.50,217067.00
MA,1999.75,223232.00
MA,2000.00,229875.00
MA,2000.25,237021.00
MA,2000.50,244621.00
MA,2000.75,252563.00
MA,2001.00,260775.00
MA,2001.25,269100.00
MA,2001.50,277392.00
MA,2001.75,285646.00
MA,2002.00,293943.00
MA,2002.25,302397.00
MA,2002.50,311014.00
MA,2002.75,319595.00
MA,2003.00,327893.00
MA,2003.25,335872.00
MA,2003.50,343745.00
MA,2003.75,351691.00
MA,2004.00,359775.00
MA,2004.25,367752.00
MA,2004.50,375464.00
MA,2004.75,382654.00
MA,2005.00,388925.00
MA,2005.25,393864.00
MA,2005.50,397067.00
MA,2005.75,398234.00
MA,2006.00,397347.00
MA,2006.25,394657.00
MA,2006.50,390619.00
MA,2006.75,385870.00
MA,2007.00,380874.00
MA,2007.25,375868.00
MA,2007.50,370807.00
MA,2007.75,365443.00
MA,2008.00,359781.00
MA,2008.25,353977.00
MA,2008.50,348321.00
MA,2008.75,343391.00
MA,2009.00,339467.00
MA,2009.25,336425.00
MA,2009.50,333849.00
MA,2009.75,331697.00
MA,2010.00,329834.00
MA,2010.25,327981.00
MA,2010.50,325955.00
MA,2010.75,323688.00
MA,2011.00,321227.00
MA,2011.25,318675.00
MA,2011.50,316421.00
MA,2011.75,314607.00
MA,2012.00,313422.00
MA,2012.25,313121.00
MA,2012.50,313877.00
MA,2012.75,315655.00
MA,2013.00,318272.00
MA,2013.25,321497.00
MA,2013.50,324999.00
MA,2013.75,328520.00
MA,2014.00,331925.00
MA,2014.25,335187.00
MA,2014.50,338460.00
MA,2014.75,341545.00
MA,2015.00,344411.00
MA,2015.25,347182.00
MA,2015.50,349890.00
MA,2015.75,352577.00
MA,2016.00,355314.00
MA,2016.25,358075.00
MI,1975.25,26278.00
MI,1975.50,26640.00
MI,1975.75,26969.00
MI,1976.00,27262.00
MI,1976.25,27565.00
MI,1976.50,27909.00
MI,1976.75,28326.00
MI,1977.00,28859.00
MI,1977.25,29535.00
MI,1977.50,30379.00
MI,1977.75,31420.00
MI,1978.00,32654.00
MI,1978.25,34096.00
MI,1978.50,35730.00
MI,1978.75,37494.00
MI,1979.00,39317.00
MI,1979.25,41105.00
MI,1979.50,42733.00
MI,1979.75,44100.00
MI,1980.00,45171.00
MI,1980.25,46001.00
MI,1980.50,46659.00
MI,1980.75,47183.00
MI,1981.00,47612.00
MI,1981.25,47979.00
MI,1981.50,48241.00
MI,1981.75,48312.00
MI,1982.00,48082.00
MI,1982.25,47539.00
MI,1982.50,46769.00
MI,1982.75,45988.00
MI,1983.00,45402.00
MI,1983.25,45224.00
MI,1983.50,45286.00
MI,1983.75,45464.00
MI,1984.00,45703.00
MI,1984.25,46016.00
MI,1984.50,46376.00
MI,1984.75,46804.00
MI,1985.00,47333.00
MI,1985.25,47996.00
MI,1985.50,48782.00
MI,1985.75,49697.00
MI,1986.00,50750.00
MI,1986.25,51968.00
MI,1986.50,53358.00
MI,1986.75,54875.00
MI,1987.00,56467.00
MI,1987.25,58095.00
MI,1987.50,59714.00
MI,1987.75,61264.00
MI,1988.00,62730.00
MI,1988.25,64127.00
MI,1988.50,65477.00
MI,1988.75,66778.00
MI,1989.00,68052.00
MI,1989.25,69334.00
MI,1989.50,70627.00
MI,1989.75,71890.00
MI,1990.00,73075.00
MI,1990.25,74184.00
MI,1990.50,75207.00
MI,1990.75,76143.00
MI,1991.00,77016.00
MI,1991.25,77869.00
MI,1991.50,78716.00
MI,1991.75,79567.00
MI,1992.00,80431.00
MI,1992.25,81295.00
MI,1992.50,82132.00
MI,1992.75,82960.00
MI,1993.00,83792.00
MI,1993.25,84649.00
MI,1993.50,85601.00
MI,1993.75,86672.00
MI,1994.00,87878.00
MI,1994.25,89231.00
MI,1994.50,90743.00
MI,1994.75,92425.00
MI,1995.00,94282.00
MI,1995.25,96309.00
MI,1995.50,98480.00
MI,1995.75,100753.00
MI,1996.00,103083.00
MI,1996.25,105424.00
MI,1996.50,107732.00
MI,1996.75,109979.00
MI,1997.00,112155.00
MI,1997.25,114271.00
MI,1997.50,116355.00
MI,1997.75,118444.00
MI,1998.00,120589.00
MI,1998.25,122817.00
MI,1998.50,125147.00
MI,1998.75,127579.00
MI,1999.00,130102.00
MI,1999.25,132695.00
MI,1999.50,135348.00
MI,1999.75,138049.00
MI,2000.00,140786.00
MI,2000.25,143525.00
MI,2000.50,146210.00
MI,2000.75,148792.00
MI,2001.00,151257.00
MI,2001.25,153617.00
MI,2001.50,155881.00
MI,2001.75,158066.00
MI,2002.00,160171.00
MI,2002.25,162210.00
MI,2002.50,164194.00
MI,2002.75,166144.00
MI,2003.00,168084.00
MI,2003.25,170005.00
MI,2003.50,171925.00
MI,2003.75,173878.00
MI,2004.00,175831.00
MI,2004.25,177748.00
MI,2004.50,179585.00
MI,2004.75,181306.00
MI,2005.00,182838.00
MI,2005.25,184074.00
MI,2005.50,184923.00
MI,2005.75,185314.00
MI,2006.00,185185.00
MI,2006.25,184544.00
MI,2006.50,183438.00
MI,2006.75,181841.00
MI,2007.00,179708.00
MI,2007.25,177000.00
MI,2007.50,173648.00
MI,2007.75,169707.00
MI,2008.00,165425.00
MI,2008.25,161115.00
MI,2008.50,157048.00
MI,2008.75,153536.00
MI,2009.00,150746.00
MI,2009.25,148649.00
MI,2009.50,146770.00
MI,2009.75,145056.00
MI,2010.00,143536.00
MI,2010.25,142239.00
MI,2010.50,141172.00
MI,2010.75,140249.00
MI,2011.00,139487.00
MI,2011.25,138962.00
MI,2011.50,138958.00
MI,2011.75,139720.00
MI,2012.00,141264.00
MI,2012.25,143570.00
MI,2012.50,146599.00
MI,2012.75,150151.00
MI,2013.00,154077.00
MI,2013.25,158223.00
MI,2013.50,162377.00
MI,2013.75,166370.00
MI,2014.00,170152.00
MI,2014.25,173845.00
MI,2014.50,177456.00
MI,2014.75,181021.00
MI,2015.00,184534.00
MI,2015.25,188006.00
MI,2015.50,191446.00
MI,2015.75,194888.00
MI,2016.00,198405.00
MI,2016.25,201966.00
MN,1975.25,29919.00
MN,1975.50,30814.00
MN,1975.75,31740.00
MN,1976.00,32667.00
MN,1976.25,33552.00
MN,1976.50,34372.00
MN,1976.75,35208.00
MN,1977.00,36165.00
MN,1977.25,37321.00
MN,1977.50,38703.00
MN,1977.75,40299.00
MN,1978.00,42047.00
MN,1978.25,43937.00
MN,1978.50,45949.00
MN,1978.75,47980.00
MN,1979.00,49951.00
MN,1979.25,51827.00
MN,1979.50,53555.00
MN,1979.75,55096.00
MN,1980.00,56435.00
MN,1980.25,57577.00
MN,1980.50,58507.00
MN,1980.75,59180.00
MN,1981.00,59554.00
MN,1981.25,59801.00
MN,1981.50,60174.00
MN,1981.75,60760.00
MN,1982.00,61467.00
MN,1982.25,62204.00
MN,1982.50,62935.00
MN,1982.75,63704.00
MN,1983.00,64527.00
MN,1983.25,65317.00
MN,1983.50,65952.00
MN,1983.75,66435.00
MN,1984.00,66870.00
MN,1984.25,67380.00
MN,1984.50,67941.00
MN,1984.75,68550.00
MN,1985.00,69175.00
MN,1985.25,69816.00
MN,1985.50,70477.00
MN,1985.75,71183.00
MN,1986.00,72015.00
MN,1986.25,72925.00
MN,1986.50,73897.00
MN,1986.75,74949.00
MN,1987.00,76029.00
MN,1987.25,77131.00
MN,1987.50,78191.00
MN,1987.75,79158.00
MN,1988.00,80042.00
MN,1988.25,80906.00
MN,1988.50,81734.00
MN,1988.75,82517.00
MN,1989.00,83296.00
MN,1989.25,84102.00
MN,1989.50,84937.00
MN,1989.75,85740.00
MN,1990.00,86443.00
MN,1990.25,87028.00
MN,1990.50,87522.00
MN,1990.75,87745.00
MN,1991.00,87946.00
MN,1991.25,88159.00
MN,1991.50,88400.00
MN,1991.75,88769.00
MN,1992.00,89311.00
MN,1992.25,90013.00
MN,1992.50,90847.00
MN,1992.75,91788.00
MN,1993.00,92807.00
MN,1993.25,93886.00
MN,1993.50,95002.00
MN,1993.75,96120.00
MN,1994.00,97210.00
MN,1994.25,98246.00
MN,1994.50,99200.00
MN,1994.75,100091.00
MN,1995.00,100985.00
MN,1995.25,101922.00
MN,1995.50,102957.00
MN,1995.75,104083.00
MN,1996.00,105249.00
MN,1996.25,106407.00
MN,1996.50,107534.00
MN,1996.75,108608.00
MN,1997.00,109649.00
MN,1997.25,110667.00
MN,1997.50,111724.00
MN,1997.75,112910.00
MN,1998.00,114305.00
MN,1998.25,115991.00
MN,1998.50,118010.00
MN,1998.75,120367.00
MN,1999.00,123029.00
MN,1999.25,125953.00
MN,1999.50,129127.00
MN,1999.75,132501.00
MN,2000.00,136066.00
MN,2000.25,139810.00
MN,2000.50,143685.00
MN,2000.75,147656.00
MN,2001.00,151689.00
MN,2001.25,155727.00
MN,2001.50,159711.00
MN,2001.75,163596.00
MN,2002.00,167394.00
MN,2002.25,171178.00
MN,2002.50,174986.00
MN,2002.75,178789.00
MN,2003.00,182555.00
MN,2003.25,186271.00
MN,2003.50,189930.00
MN,2003.75,193553.00
MN,2004.00,197137.00
MN,2004.25,200620.00
MN,2004.50,203987.00
MN,2004.75,207233.00
MN,2005.00,210311.00
MN,2005.25,213179.00
MN,2005.50,215802.00
MN,2005.75,218061.00
MN,2006.00,219791.00
MN,2006.25,220857.00
MN,2006.50,221262.00
MN,2006.75,221069.00
MN,2007.00,220340.00
MN,2007.25,219006.00
MN,2007.50,216853.00
MN,2007.75,213848.00
MN,2008.00,210161.00
MN,2008.25,206102.00
MN,2008.50,201981.00
MN,2008.75,198149.00
MN,2009.00,194819.00
MN,2009.25,192147.00
MN,2009.50,189854.00
MN,2009.75,187812.00
MN,2010.00,185939.00
MN,2010.25,184036.00
MN,2010.50,181978.00
MN,2010.75,179648.00
MN,2011.00,177197.00
MN,2011.25,174901.00
MN,2011.50,173286.00
MN,2011.75,172637.00
MN,2012.00,172976.00
MN,2012.25,174266.00
MN,2012.50,176435.00
MN,2012.75,179279.00
MN,2013.00,182536.00
MN,2013.25,185967.00
MN,2013.50,189282.00
MN,2013.75,192345.00
MN,2014.00,194998.00
MN,2014.25,197272.00
MN,2014.50,199246.00
MN,2014.75,201107.00
MN,2015.00,203094.00
MN,2015.25,205345.00
MN,2015.50,207901.00
MN,2015.75,210687.00
MN,2016.00,213664.00
MN,2016.25,216721.00
MS,1975.25,24185.00
MS,1975.50,24247.00
MS,1975.75,24372.00
MS,1976.00,24577.00
MS,1976.25,24871.00
MS,1976.50,25244.00
MS,1976.75,25669.00
MS,1977.00,26186.00
MS,1977.25,26721.00
MS,1977.50,27372.00
MS,1977.75,28172.00
MS,1978.00,29146.00
MS,1978.25,30223.00
MS,1978.50,31379.00
MS,1978.75,32584.00
MS,1979.00,33736.00
MS,1979.25,34799.00
MS,1979.50,35664.00
MS,1979.75,36268.00
MS,1980.00,36624.00
MS,1980.25,36993.00
MS,1980.50,37403.00
MS,1980.75,37860.00
MS,1981.00,38284.00
MS,1981.25,38695.00
MS,1981.50,39125.00
MS,1981.75,39318.00
MS,1982.00,39466.00
MS,1982.25,39917.00
MS,1982.50,40615.00
MS,1982.75,41448.00
MS,1983.00,42296.00
MS,1983.25,43123.00
MS,1983.50,43862.00
MS,1983.75,44518.00
MS,1984.00,45138.00
MS,1984.25,45674.00
MS,1984.50,46113.00
MS,1984.75,46615.00
MS,1985.00,47299.00
MS,1985.25,48154.00
MS,1985.50,49036.00
MS,1985.75,49855.00
MS,1986.00,50581.00
MS,1986.25,51217.00
MS,1986.50,51748.00
MS,1986.75,52158.00
MS,1987.00,52479.00
MS,1987.25,52706.00
MS,1987.50,52822.00
MS,1987.75,52848.00
MS,1988.00,52853.00
MS,1988.25,52903.00
MS,1988.50,53027.00
MS,1988.75,53208.00
MS,1989.00,53479.00
MS,1989.25,53828.00
MS,1989.50,54314.00
MS,1989.75,54843.00
MS,1990.00,55326.00
MS,1990.25,55750.00
MS,1990.50,56114.00
MS,1990.75,56466.00
MS,1991.00,56852.00
MS,1991.25,57316.00
MS,1991.50,57847.00
MS,1991.75,58486.00
MS,1992.00,59239.00
MS,1992.25,60045.00
MS,1992.50,60830.00
MS,1992.75,61594.00
MS,1993.00,62384.00
MS,1993.25,63256.00
MS,1993.50,64247.00
MS,1993.75,65359.00
MS,1994.00,66551.00
MS,1994.25,67780.00
MS,1994.50,68997.00
MS,1994.75,70164.00
MS,1995.00,71277.00
MS,1995.25,72341.00
MS,1995.50,73373.00
MS,1995.75,74385.00
MS,1996.00,75387.00
MS,1996.25,76388.00
MS,1996.50,77418.00
MS,1996.75,78469.00
MS,1997.00,79490.00
MS,1997.25,80483.00
MS,1997.50,81474.00
MS,1997.75,82498.00
MS,1998.00,83607.00
MS,1998.25,84817.00
MS,1998.50,86098.00
MS,1998.75,87431.00
MS,1999.00,88797.00
MS,1999.25,90131.00
MS,1999.50,91386.00
MS,1999.75,92556.00
MS,2000.00,93666.00
MS,2000.25,94776.00
MS,2000.50,95902.00
MS,2000.75,97008.00
MS,2001.00,98084.00
MS,2001.25,99173.00
MS,2001.50,100298.00
MS,2001.75,101453.00
MS,2002.00,102618.00
MS,2002.25,103787.00
MS,2002.50,104999.00
MS,2002.75,106302.00
MS,2003.00,107645.00
MS,2003.25,108958.00
MS,2003.50,110246.00
MS,2003.75,111569.00
MS,2004.00,113003.00
MS,2004.25,114618.00
MS,2004.50,116418.00
MS,2004.75,118409.00
MS,2005.00,120658.00
MS,2005.25,123268.00
MS,2005.50,126233.00
MS,2005.75,129542.00
MS,2006.00,133064.00
MS,2006.25,136613.00
MS,2006.50,140044.00
MS,2006.75,143203.00
MS,2007.00,145926.00
MS,2007.25,148024.00
MS,2007.50,149321.00
MS,2007.75,149951.00
MS,2008.00,150038.00
MS,2008.25,149616.00
MS,2008.50,148759.00
MS,2008.75,147614.00
MS,2009.00,146479.00
MS,2009.25,145457.00
MS,2009.50,144686.00
MS,2009.75,144059.00
MS,2010.00,143446.00
MS,2010.25,142912.00
MS,2010.50,142516.00
MS,2010.75,142221.00
MS,2011.00,142032.00
MS,2011.25,142108.00
MS,2011.50,142566.00
MS,2011.75,143394.00
MS,2012.00,144474.00
MS,2012.25,145602.00
MS,2012.50,146909.00
MS,2012.75,148416.00
MS,2013.00,150008.00
MS,2013.25,151573.00
MS,2013.50,152984.00
MS,2013.75,154235.00
MS,2014.00,155487.00
MS,2014.25,156840.00
MS,2014.50,158344.00
MS,2014.75,160051.00
MS,2015.00,161968.00
MS,2015.25,164142.00
MS,2015.50,166568.00
MS,2015.75,169275.00
MS,2016.00,172223.00
MS,2016.25,175271.00
MO,1975.25,24985.00
MO,1975.50,25234.00
MO,1975.75,25425.00
MO,1976.00,25711.00
MO,1976.25,26148.00
MO,1976.50,26683.00
MO,1976.75,27188.00
MO,1977.00,27809.00
MO,1977.25,28654.00
MO,1977.50,29713.00
MO,1977.75,30847.00
MO,1978.00,32103.00
MO,1978.25,33475.00
MO,1978.50,34889.00
MO,1978.75,36203.00
MO,1979.00,37469.00
MO,1979.25,38716.00
MO,1979.50,39878.00
MO,1979.75,40861.00
MO,1980.00,41749.00
MO,1980.25,42560.00
MO,1980.50,43256.00
MO,1980.75,43661.00
MO,1981.00,43840.00
MO,1981.25,43865.00
MO,1981.50,43833.00
MO,1981.75,43810.00
MO,1982.00,43855.00
MO,1982.25,44029.00
MO,1982.50,44355.00
MO,1982.75,44880.00
MO,1983.00,45595.00
MO,1983.25,46491.00
MO,1983.50,47532.00
MO,1983.75,48643.00
MO,1984.00,49744.00
MO,1984.25,50828.00
MO,1984.50,51918.00
MO,1984.75,53011.00
MO,1985.00,54081.00
MO,1985.25,55161.00
MO,1985.50,56263.00
MO,1985.75,57360.00
MO,1986.00,58447.00
MO,1986.25,59559.00
MO,1986.50,60730.00
MO,1986.75,61962.00
MO,1987.00,63221.00
MO,1987.25,64465.00
MO,1987.50,65649.00
MO,1987.75,66716.00
MO,1988.00,67659.00
MO,1988.25,68506.00
MO,1988.50,69297.00
MO,1988.75,70028.00
MO,1989.00,70703.00
MO,1989.25,71353.00
MO,1989.50,71999.00
MO,1989.75,72615.00
MO,1990.00,73180.00
MO,1990.25,73685.00
MO,1990.50,74146.00
MO,1990.75,74400.00
MO,1991.00,74695.00
MO,1991.25,75088.00
MO,1991.50,75568.00
MO,1991.75,76123.00
MO,1992.00,76738.00
MO,1992.25,77371.00
MO,1992.50,78015.00
MO,1992.75,78694.00
MO,1993.00,79448.00
MO,1993.25,80325.00
MO,1993.50,81360.00
MO,1993.75,82519.00
MO,1994.00,83758.00
MO,1994.25,85023.00
MO,1994.50,86269.00
MO,1994.75,87475.00
MO,1995.00,88649.00
MO,1995.25,89820.00
MO,1995.50,90999.00
MO,1995.75,92193.00
MO,1996.00,93378.00
MO,1996.25,94545.00
MO,1996.50,95690.00
MO,1996.75,96792.00
MO,1997.00,97849.00
MO,1997.25,98872.00
MO,1997.50,99895.00
MO,1997.75,100993.00
MO,1998.00,102217.00
MO,1998.25,103580.00
MO,1998.50,105083.00
MO,1998.75,106705.00
MO,1999.00,108412.00
MO,1999.25,110162.00
MO,1999.50,111919.00
MO,1999.75,113685.00
MO,2000.00,115482.00
MO,2000.25,117343.00
MO,2000.50,119261.00
MO,2000.75,121209.00
MO,2001.00,123200.00
MO,2001.25,125215.00
MO,2001.50,127250.00
MO,2001.75,129254.00
MO,2002.00,131216.00
MO,2002.25,133167.00
MO,2002.50,135153.00
MO,2002.75,137204.00
MO,2003.00,139336.00
MO,2003.25,141541.00
MO,2003.50,143813.00
MO,2003.75,146172.00
MO,2004.00,148595.00
MO,2004.25,151052.00
MO,2004.50,153535.00
MO,2004.75,156072.00
MO,2005.00,158693.00
MO,2005.25,161375.00
MO,2005.50,164112.00
MO,2005.75,166815.00
MO,2006.00,169389.00
MO,2006.25,171705.00
MO,2006.50,173674.00
MO,2006.75,175292.00
MO,2007.00,176505.00
MO,2007.25,177236.00
MO,2007.50,177382.00
MO,2007.75,176932.00
MO,2008.00,175925.00
MO,2008.25,174583.00
MO,2008.50,173189.00
MO,2008.75,171879.00
MO,2009.00,170791.00
MO,2009.25,169941.00
MO,2009.50,169211.00
MO,2009.75,168508.00
MO,2010.00,167727.00
MO,2010.25,166701.00
MO,2010.50,165420.00
MO,2010.75,163847.00
MO,2011.00,162239.00
MO,2011.25,160995.00
MO,2011.50,160387.00
MO,2011.75,160497.00
MO,2012.00,161193.00
MO,2012.25,162377.00
MO,2012.50,163922.00
MO,2012.75,165730.00
MO,2013.00,167738.00
MO,2013.25,169823.00
MO,2013.50,171898.00
MO,2013.75,173898.00
MO,2014.00,175794.00
MO,2014.25,177654.00
MO,2014.50,179569.00
MO,2014.75,181636.00
MO,2015.00,183925.00
MO,2015.25,186440.00
MO,2015.50,189238.00
MO,2015.75,192289.00
MO,2016.00,195510.00
MO,2016.25,198811.00
MT,1975.25,24614.00
MT,1975.50,25350.00
MT,1975.75,26088.00
MT,1976.00,26834.00
MT,1976.25,27665.00
MT,1976.50,28586.00
MT,1976.75,29565.00
MT,1977.00,30715.00
MT,1977.25,32136.00
MT,1977.50,33850.00
MT,1977.75,35790.00
MT,1978.00,37826.00
MT,1978.25,39814.00
MT,1978.50,41565.00
MT,1978.75,43096.00
MT,1979.00,44476.00
MT,1979.25,45741.00
MT,1979.50,46839.00
MT,1979.75,47674.00
MT,1980.00,48300.00
MT,1980.25,48667.00
MT,1980.50,48957.00
MT,1980.75,49357.00
MT,1981.00,49725.00
MT,1981.25,50211.00
MT,1981.50,50921.00
MT,1981.75,51662.00
MT,1982.00,52162.00
MT,1982.25,52595.00
MT,1982.50,52948.00
MT,1982.75,53217.00
MT,1983.00,53727.00
MT,1983.25,54424.00
MT,1983.50,55565.00
MT,1983.75,57031.00
MT,1984.00,58548.00
MT,1984.25,59803.00
MT,1984.50,60476.00
MT,1984.75,60669.00
MT,1985.00,60660.00
MT,1985.25,60667.00
MT,1985.50,60785.00
MT,1985.75,61099.00
MT,1986.00,61433.00
MT,1986.25,61628.00
MT,1986.50,61648.00
MT,1986.75,61530.00
MT,1987.00,61277.00
MT,1987.25,60923.00
MT,1987.50,60593.00
MT,1987.75,60330.00
MT,1988.00,60251.00
MT,1988.25,60517.00
MT,1988.50,61011.00
MT,1988.75,61600.00
MT,1989.00,62154.00
MT,1989.25,62696.00
MT,1989.50,63309.00
MT,1989.75,64014.00
MT,1990.00,64798.00
MT,1990.25,65697.00
MT,1990.50,66784.00
MT,1990.75,67865.00
MT,1991.00,68985.00
MT,1991.25,70217.00
MT,1991.50,71688.00
MT,1991.75,73368.00
MT,1992.00,75225.00
MT,1992.25,77224.00
MT,1992.50,79380.00
MT,1992.75,81733.00
MT,1993.00,84258.00
MT,1993.25,86916.00
MT,1993.50,89636.00
MT,1993.75,92343.00
MT,1994.00,94988.00
MT,1994.25,97478.00
MT,1994.50,99762.00
MT,1994.75,101737.00
MT,1995.00,103527.00
MT,1995.25,105163.00
MT,1995.50,106691.00
MT,1995.75,108149.00
MT,1996.00,109511.00
MT,1996.25,110811.00
MT,1996.50,112049.00
MT,1996.75,113173.00
MT,1997.00,114151.00
MT,1997.25,115014.00
MT,1997.50,115738.00
MT,1997.75,116427.00
MT,1998.00,117186.00
MT,1998.25,118012.00
MT,1998.50,118894.00
MT,1998.75,119872.00
MT,1999.00,120980.00
MT,1999.25,122226.00
MT,1999.50,123621.00
MT,1999.75,125096.00
MT,2000.00,126605.00
MT,2000.25,128200.00
MT,2000.50,129910.00
MT,2000.75,131746.00
MT,2001.00,133690.00
MT,2001.25,135713.00
MT,2001.50,137694.00
MT,2001.75,139749.00
MT,2002.00,142015.00
MT,2002.25,144497.00
MT,2002.50,147200.00
MT,2002.75,150186.00
MT,2003.00,153431.00
MT,2003.25,156923.00
MT,2003.50,160663.00
MT,2003.75,164593.00
MT,2004.00,168706.00
MT,2004.25,173080.00
MT,2004.50,177807.00
MT,2004.75,182851.00
MT,2005.00,188212.00
MT,2005.25,193940.00
MT,2005.50,199982.00
MT,2005.75,206186.00
MT,2006.00,212476.00
MT,2006.25,218668.00
MT,2006.50,224545.00
MT,2006.75,229967.00
MT,2007.00,234775.00
MT,2007.25,238872.00
MT,2007.50,242168.00
MT,2007.75,244489.00
MT,2008.00,245767.00
MT,2008.25,245904.00
MT,2008.50,245072.00
MT,2008.75,243642.00
MT,2009.00,241934.00
MT,2009.25,240348.00
MT,2009.50,238778.00
MT,2009.75,237238.00
MT,2010.00,235582.00
MT,2010.25,233717.00
MT,2010.50,231619.00
MT,2010.75,229467.00
MT,2011.00,227638.00
MT,2011.25,226667.00
MT,2011.50,226727.00
MT,2011.75,227622.00
MT,2012.00,229379.00
MT,2012.25,231923.00
MT,2012.50,235247.00
MT,2012.75,239188.00
MT,2013.00,243448.00
MT,2013.25,247543.00
MT,2013.50,251238.00
MT,2013.75,254667.00
MT,2014.00,258008.00
MT,2014.25,261287.00
MT,2014.50,264698.00
MT,2014.75,268123.00
MT,2015.00,271456.00
MT,2015.25,274721.00
MT,2015.50,277964.00
MT,2015.75,281226.00
MT,2016.00,284483.00
MT,2016.25,287808.00
NE,1975.25,22558.00
NE,1975.50,22981.00
NE,1975.75,23465.00
NE,1976.00,24036.00
NE,1976.25,24606.00
NE,1976.50,25178.00
NE,1976.75,25776.00
NE,1977.00,26473.00
NE,1977.25,27279.00
NE,1977.50,28177.00
NE,1977.75,29112.00
NE,1978.00,30052.00
NE,1978.25,31016.00
NE,1978.50,32059.00
NE,1978.75,33125.00
NE,1979.00,34216.00
NE,1979.25,35345.00
NE,1979.50,36421.00
NE,1979.75,37431.00
NE,1980.00,38336.00
NE,1980.25,39125.00
NE,1980.50,39776.00
NE,1980.75,40252.00
NE,1981.00,40581.00
NE,1981.25,40786.00
NE,1981.50,40955.00
NE,1981.75,41199.00
NE,1982.00,41620.00
NE,1982.25,42230.00
NE,1982.50,42896.00
NE,1982.75,43538.00
NE,1983.00,44103.00
NE,1983.25,44594.00
NE,1983.50,45025.00
NE,1983.75,45416.00
NE,1984.00,45754.00
NE,1984.25,46045.00
NE,1984.50,46326.00
NE,1984.75,46580.00
NE,1985.00,46836.00
NE,1985.25,47132.00
NE,1985.50,47490.00
NE,1985.75,47901.00
NE,1986.00,48357.00
NE,1986.25,48820.00
NE,1986.50,49255.00
NE,1986.75,49642.00
NE,1987.00,49969.00
NE,1987.25,50223.00
NE,1987.50,50416.00
NE,1987.75,50603.00
NE,1988.00,50853.00
NE,1988.25,51179.00
NE,1988.50,51564.00
NE,1988.75,51998.00
NE,1989.00,52484.00
NE,1989.25,53035.00
NE,1989.50,53648.00
NE,1989.75,54310.00
NE,1990.00,55004.00
NE,1990.25,55716.00
NE,1990.50,56433.00
NE,1990.75,57094.00
NE,1991.00,57741.00
NE,1991.25,58417.00
NE,1991.50,59161.00
NE,1991.75,60006.00
NE,1992.00,60993.00
NE,1992.25,62128.00
NE,1992.50,63336.00
NE,1992.75,64608.00
NE,1993.00,65932.00
NE,1993.25,67294.00
NE,1993.50,68680.00
NE,1993.75,70062.00
NE,1994.00,71393.00
NE,1994.25,72609.00
NE,1994.50,73751.00
NE,1994.75,74873.00
NE,1995.00,75991.00
NE,1995.25,77135.00
NE,1995.50,78306.00
NE,1995.75,79483.00
NE,1996.00,80677.00
NE,1996.25,81900.00
NE,1996.50,83157.00
NE,1996.75,84432.00
NE,1997.00,85722.00
NE,1997.25,87042.00
NE,1997.50,88391.00
NE,1997.75,89765.00
NE,1998.00,91183.00
NE,1998.25,92626.00
NE,1998.50,94066.00
NE,1998.75,95550.00
NE,1999.00,97061.00
NE,1999.25,98455.00
NE,1999.50,99717.00
NE,1999.75,100870.00
NE,2000.00,101956.00
NE,2000.25,103023.00
NE,2000.50,104085.00
NE,2000.75,105138.00
NE,2001.00,106188.00
NE,2001.25,107251.00
NE,2001.50,108365.00
NE,2001.75,109518.00
NE,2002.00,110725.00
NE,2002.25,112013.00
NE,2002.50,113378.00
NE,2002.75,114817.00
NE,2003.00,116307.00
NE,2003.25,117817.00
NE,2003.50,119323.00
NE,2003.75,120846.00
NE,2004.00,122408.00
NE,2004.25,124013.00
NE,2004.50,125651.00
NE,2004.75,127326.00
NE,2005.00,128938.00
NE,2005.25,130448.00
NE,2005.50,131878.00
NE,2005.75,133306.00
NE,2006.00,134708.00
NE,2006.25,136044.00
NE,2006.50,137280.00
NE,2006.75,138347.00
NE,2007.00,139197.00
NE,2007.25,139800.00
NE,2007.50,140076.00
NE,2007.75,139987.00
NE,2008.00,139611.00
NE,2008.25,139086.00
NE,2008.50,138592.00
NE,2008.75,138302.00
NE,2009.00,138320.00
NE,2009.25,138640.00
NE,2009.50,139174.00
NE,2009.75,139717.00
